Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
199352366,The Pairing,Casey McQuiston,"McQuiston, Casey",,"=""1250864054""","=""9781250864055""",0,3.77,St. Martin's Griffin,ebook,432,2024,2024,,2024/12/22,currently-reading,currently-reading (#7),currently-reading,,,,1,0
204906164,Definitely Better Now,Ava  Robinson,"Robinson, Ava",,"=""0778310590""","=""9780778310594""",0,4.01,MIRA,Hardcover,352,2024,2024,,2024/12/22,to-read,to-read (#196),to-read,,,,0,0
63032830,"Still Beating (Lost Boys, #2.6)",Jessie  Walker,"Walker, Jessie",,"=""""","=""""",3,4.45,Amazon,Kindle Edition,185,2022,,2024/12/22,2024/12/21,,,read,,,,1,0
60649230,If There's a Way (Lost Boys #2),Jessie  Walker,"Walker, Jessie",,"=""""","=""""",3,4.46,,Kindle Edition,601,2022,2022,2024/12/21,2024/12/17,,,read,,,,1,0
204259759,Unloved (The Unlucky Ones #2),Marley Valentine,"Valentine, Marley",,"=""""","=""""",0,4.04,,Kindle Edition,296,2023,,,2024/12/20,to-read,to-read (#195),to-read,,,,0,0
214331246,"Sunrise on the Reaping (The Hunger Games, #0.5)",Suzanne Collins,"Collins, Suzanne",,"=""1546171460""","=""9781546171461""",0,4.77,Scholastic Press,Hardcover,400,2025,2025,,2024/12/19,to-read,to-read (#194),to-read,,,,0,0
34313931,A Woman Is No Man,Etaf Rum,"Rum, Etaf",,"=""0062699768""","=""9780062699763""",0,4.26,Harper,Hardcover,339,2019,2019,,2024/12/18,to-read,to-read (#193),to-read,,,,0,0
58786365,"Where There's a Will (Lost Boys, #1)",Jessie  Walker,"Walker, Jessie",,"=""""","=""""",3,4.27,,Kindle Edition,503,2021,2021,2024/12/17,2024/12/11,,,read,,,,1,0
210521813,If It Makes You Happy,Julie Olivia,"Olivia, Julie",,"=""""","=""""",0,4.38,,Kindle Edition,510,2024,2024,,2024/12/16,to-read,to-read (#192),to-read,,,,0,0
49097688,"Make Your Move (Hannaford Prep, #2)",J. Bree,"Bree, J.",,"=""""","=""""",0,4.42,Independently Published,Kindle Edition,320,2019,2019,,2024/12/16,to-read,to-read (#191),to-read,,,,0,0
204676420,"Bromantic Puckboy (Puckboys, #6)",Eden Finley,"Finley, Eden",Saxon James,"=""""","=""""",0,4.21,Sadenverse Books,Kindle Edition,274,2024,2024,,2024/12/15,to-read,to-read (#190),to-read,,,,0,0
50093704,In Five Years,Rebecca Serle,"Serle, Rebecca",,"=""1982137444""","=""9781982137441""",0,3.78,Atria Books,Hardcover,272,2020,2020,,2024/12/13,to-read,to-read (#189),to-read,,,,0,0
201102380,"Five Brothers (Tryst Six, #2)",Penelope Douglas,"Douglas, Penelope",,"=""0593816579""","=""9780593816578""",0,3.88,Berkley,Paperback,560,2024,2024,,2024/12/12,to-read,to-read (#188),to-read,,,,0,0
57055158,"After (After, #1)",Anna Todd,"Todd, Anna",,"=""""","=""""",0,3.72,Gallery Books,Kindle Edition,607,2014,2014,,2024/12/10,currently-reading,currently-reading (#6),currently-reading,,,,1,0
60645493,Best Friend’s Brother,Zeppazariel,"Zeppazariel, Zeppazariel",,"=""""","=""""",0,4.50,AO3,ebook,1204,2022,2022,,2024/12/10,to-read,to-read (#187),to-read,,,,0,0
58939872,"The Long Game (Game Changers, #6)",Rachel  Reid,"Reid, Rachel",,"=""1335458522""","=""9781335458520""",4,4.59,Carina Press,Mass Market Paperback,479,2022,2022,2024/12/08,2024/12/04,,,read,,,,1,0
58684524,"Part of Your World (Part of Your World, #1)",Abby Jimenez,"Jimenez, Abby",,"=""1538704374""","=""9781538704370""",0,4.28,Forever,Paperback,389,2022,2022,,2024/12/08,to-read,to-read (#186),to-read,,,,0,0
41735449,Heated Rivalry (Game Changers #2),Rachel  Reid,"Reid, Rachel",,"=""1488051240""","=""9781488051241""",4,4.37,Carina Press,Kindle Edition,375,2019,2019,2024/12/04,2024/12/01,,,read,,,,1,0
207200706,"The Nightmare Before Kissmas (Royals and Romance, #1)",Sara Raasch,"Raasch, Sara",,"=""1250333202""","=""9781250333209""",4,3.97,Bramble,Kindle Edition,304,2024,2024,2024/11/30,2024/08/14,,,read,,,,1,0
42268742,The Dry Heart,Natalia Ginzburg,"Ginzburg, Natalia",Frances Frenaye,"=""0811228789""","=""9780811228787""",0,4.00,New Directions,Paperback,88,2019,1947,,2024/11/30,to-read,to-read (#185),to-read,,,,0,0
28763485,The Sun Is Also a Star,Nicola Yoon,"Yoon, Nicola",,"=""0553496689""","=""9780553496680""",0,3.96,Delacorte Press,Hardcover,344,2016,2016,,2024/11/30,to-read,to-read (#184),to-read,,,,0,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.21,Grand Central Publishing,Paperback,345,2000,1993,,2024/11/23,to-read,to-read (#183),to-read,,,,0,0
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""0525657746""","=""9780525657743""",0,4.25,Knopf,Hardcover,239,2021,2021,,2024/11/23,to-read,to-read (#182),to-read,,,,0,0
36622506,Вегетарианка,Han Kang,"Kang, Han","Хан Ган, Ли Сан Юн","=""5171025428""","=""9785171025427""",3,3.61,АСТ,Hardcover,320,2017,2007,2024/11/22,2024/11/13,,,read,,,,1,0
209077509,Kiss a Villain (No Mercy #1),Mia Darling,"Darling, Mia",,"=""""","=""""",0,4.04,,Kindle Edition,300,2024,,,2024/11/22,to-read,to-read (#181),to-read,,,,0,0
199330186,And Then You (Until #2),Briar Prescott,"Prescott, Briar",,"=""""","=""""",0,4.46,,Kindle Edition,292,2023,2023,,2024/11/22,to-read,to-read (#180),to-read,,,,0,0
203194039,Not in My Book,Katie    Holt,"Holt, Katie",,"=""1639109757""","=""9781639109753""",0,3.98,Alcove Press,Paperback,320,2024,2024,,2024/11/20,to-read,to-read (#179),to-read,,,,0,0
59948520,In Memoriam,Alice Winn,"Winn, Alice",,"=""0593534565""","=""9780593534564""",0,4.52,Knopf,Hardcover,382,2023,2023,,2024/11/18,to-read,to-read (#178),to-read,,,,0,0
123008168,"My Dark Romeo (Dark Prince Road, #1)",Parker S. Huntington,"Huntington, Parker S.",L.J. Shen,"=""1950209075""","=""9781950209071""",0,3.75,PSH Publishing,Paperback,366,2023,2023,,2024/11/17,to-read,to-read (#177),to-read,,,,0,0
34275217,If We Were Villains,M.L. Rio,"Rio, M.L.",,"=""1250095298""","=""9781250095299""",0,4.13,Flatiron Books,Paperback,354,2018,2017,,2024/04/10,currently-reading,currently-reading (#5),currently-reading,,,,0,0
217388045,Almost 30: A Definitive Guide to a Life You Love for the Next Decade and Beyond,Lindsey Simcik,"Simcik, Lindsey",,"=""1250327202""","=""9781250327208""",0,5.00,St. Martin's Essentials,Hardcover,352,2025,,,2024/11/15,to-read,to-read (#176),to-read,,,,0,0
217388071,"If I Told You, I'd Have to Kiss You",Mae Marvel,"Marvel, Mae",,"=""1250894700""","=""9781250894700""",0,3.92,St. Martin's Griffin,Paperback,352,2025,2025,,2024/11/15,to-read,to-read (#175),to-read,,,,0,0
207294097,Rosenfeld,Maya Kessler,"Kessler, Maya",,"=""1668053454""","=""9781668053454""",0,3.47,Avid Reader Press / Simon & Schuster,Hardcover,400,2024,2024,,2024/11/15,to-read,to-read (#174),to-read,,,,0,0
221055108,Twisted Collide,Ava Harrison,"Harrison, Ava",,"=""1961838095""","=""9781961838093""",0,3.60,AH Publishing,Paperback,380,2024,,,2024/11/15,to-read,to-read (#173),to-read,,,,0,0
216543239,The Perfect Marriage,Jeneva Rose,"Rose, Jeneva",,"=""""","=""9798874866358""",0,3.97,"Blackstone Publishing, Inc.",Hardcover,352,2024,2020,,2024/11/15,to-read,to-read (#172),to-read,,,,0,0
60806775,Three Women,Lisa Taddeo,"Taddeo, Lisa",,"=""1668011719""","=""9781668011713""",0,3.72,Avid Reader Press / Simon & Schuster,Paperback,336,2024,2019,,2024/11/15,to-read,to-read (#171),to-read,,,,0,0
60690784,"Kiss the Sky (Calloway Sisters, #1)",Krista Ritchie,"Ritchie, Krista",Becca Ritchie,"=""""","=""""",0,4.22,K.B. Ritchie ,Kindle Edition,443,2022,2014,,2024/11/14,to-read,to-read (#170),to-read,,,,0,0
39902299,"Tank (Ballsy Boys, #2)",K.M. Neuhold,"Neuhold, K.M.",Nora Phoenix,"=""""","=""""",0,4.30,,ebook,420,2018,2018,,2024/11/14,to-read,to-read (#169),to-read,,,,0,0
33254750,Switched,N.R. Walker,"Walker, N.R.",,"=""""","=""""",0,4.20,BlueHeart Press,Kindle Edition,269,2016,2016,,2024/11/14,to-read,to-read (#168),to-read,,,,0,0
204518748,"Пробуждение Нави (Мрачный взвод, #3)",Рита Хоффман,"Хоффман, Рита",,"=""5002144187""","=""9785002144181""",5,4.25,МИФ,Hardcover,448,2024,,2024/11/12,2024/11/08,,,read,,,,1,0
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",0,4.07,Knopf,Hardcover,333,2014,2014,,2024/11/12,to-read,to-read (#167),to-read,,,,0,0
211350358,Big Fan,Alexandra Romanoff,"Romanoff, Alexandra",,"=""""","=""9798893310146""",0,3.94,831 Stories,Paperback,176,2024,,,2024/11/11,to-read,to-read (#166),to-read,,,,0,0
199532113,Between Friends & Lovers,Shirlene Obuobi,"Obuobi, Shirlene",,"=""0063307316""","=""9780063307315""",0,3.95,Avon,Paperback,368,2024,2024,,2024/11/11,to-read,to-read (#165),to-read,,,,0,0
59694324,"Like Real People Do (Breakaway, #1)",E.L. Massey,"Massey, E.L.",,"=""1648905242""","=""9781648905247""",0,4.31,NineStar Press,ebook,423,2022,2022,,2024/11/10,to-read,to-read (#164),to-read,,,,0,0
201017011,"Lights Out (Into Darkness, #1)",Navessa Allen,"Allen, Navessa",,"=""""","=""""",0,4.25,,Kindle Edition,454,2024,2024,,2024/11/09,to-read,to-read (#163),to-read,,,,0,0
84284256,"Двенадцать дней Коляды (Мрачный взвод, #2)",Рита Хоффман,"Хоффман, Рита",,"=""5002143997""","=""9785002143993""",5,4.39,МИФ,Hardcover,448,2024,,2024/11/08,2024/11/04,,,read,,,,1,0
43263520,The Grace Year,Kim Liggett,"Liggett, Kim",,"=""1250145449""","=""9781250145444""",0,4.15,Wednesday Books,Hardcover,416,2019,2019,,2024/11/07,to-read,to-read (#162),to-read,,,,0,0
40874032,"Vicious (Villains, #1)",Victoria E. Schwab,"Schwab, Victoria E.",,"=""""","=""""",0,4.20,Tor Books,Kindle Edition,402,2013,2013,,2024/11/04,to-read,to-read (#161),to-read,,,,0,0
195487194,"Snowed In (Fitzpatrick Christmas, #2)",Catherine  Walsh,"Walsh, Catherine",,"=""1837906653""","=""9781837906659""",0,4.08,Bookouture,Kindle Edition,384,2023,2023,,2024/11/04,to-read,to-read (#160),to-read,,,,0,0
61751500,Faking Under the Mistletoe,Ashley  Shepherd,"Shepherd, Ashley",,"=""1699003718""","=""9781699003718""",0,3.89,Independently published,Paperback,328,2022,2019,,2024/11/04,to-read,to-read (#159),to-read,,,,0,0
66257593,Set the Record Straight,Hannah Bonam-Young,"Bonam-Young, Hannah",,"=""""","=""""",0,3.84,,ebook,150,2022,2022,,2024/11/04,to-read,to-read (#158),to-read,,,,0,0
58411935,Fairydale,Veronica Lancet,"Lancet, Veronica",,"=""""","=""""",0,3.97,VL Books,Kindle Edition,772,2022,2022,,2024/11/03,to-read,to-read (#157),to-read,,,,0,0
204593914,"Phantasma (Wicked Games, #1)",Kaylie Smith,"Smith, Kaylie",,"=""1538769255""","=""9781538769256""",0,4.12,Forever,Paperback,512,2024,2024,,2024/11/03,to-read,to-read (#156),to-read,,,,0,0
84284285,"Ведьмин час (Мрачный взвод, #1)",Рита Хоффман,"Хоффман, Рита",,"=""5002141846""","=""9785002141845""",5,4.47,МИФ,Hardcover,448,2023,,2024/11/03,2024/10/29,,,read,,,,1,0
56358717,Любовь во время карантина,Mikita Franko,"Franko, Mikita","Микита Франко, Ольга Птицева, Евгения Некрасова, Юлия Вереск, Женя Красилова, Максим Сонин","=""5604542644""","=""9785604542644""",3,3.23,Popcorn Books,Paperback,240,2020,,2024/10/29,2023/07/08,,,read,,,,1,0
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",0,4.39,Alfred A. Knopf,Kindle Edition,592,2006,2005,,2024/10/23,to-read,to-read (#155),to-read,,,,0,0
62047992,"Days at the Morisaki Bookshop (Days at the Morisaki Bookshop, #1)",Satoshi Yagisawa,"Yagisawa, Satoshi",Eric Ozawa,"=""0063278677""","=""9780063278677""",0,3.65,Harper Perennial,Paperback,150,2023,2010,,2024/10/23,to-read,to-read (#154),to-read,,,,0,0
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""""","=""""",5,4.00,Hyperion,Hardcover,196,2003,2003,2024/10/21,2024/10/13,,,read,"I loved it. <br/>It’s poetic, well written, full of great quotes and easy to read.<br/>It’s story of  guy named Eddie and his transition from life and death.<br/>Like you can tell from the name, he meets five people in haven that are supposed to help him understand what was the meaning of his life.<br/><br/>I really liked one analogy from this book: when Adam goes to sleep the first night he thinks that it is it, the end. So when the life ends, it’s really just a transition in new one.",,,1,0
199585614,"Pucking Around (Jacksonville Rays, #1)",Emily Rath,"Rath, Emily",,"=""1496752406""","=""9781496752406""",4,3.81,Kensington,Paperback,592,2024,2023,2024/10/20,2024/07/12,,,read,"Firstly, I’m shocked I don’t hate it. Usually overhyped books are not my cup of tea. But this one, I kinda enjoyed it.<br/>Secondly, Is there too much sex? Probably. But I still thought there should be more Caleb x Jake scenes. <br/>Thirdly, Is it too long? Probably, too. But when you have 4 people involved in relationship, it kinda supposed to be long, to dive in every character. Even though I don’t think, all the characters were really deep.<br/>Fourthly, the part where she get her job back, was too cheesy even for me.<br/><br/>So I think I would recommend this book for ones interested in hockey romances and reverse harem tropes.",,,1,0
96259,Crush,Richard Siken,"Siken, Richard",Louise Glück,"=""0300107897""","=""9780300107890""",0,4.34,Yale University Press,Paperback,62,2005,2005,,2024/10/13,to-read,to-read (#153),to-read,,,,0,0
123194683,"That One Night (Jacksonville Rays, #0.5)",Emily Rath,"Rath, Emily",,"=""""","=""""",4,4.09,Emily Rath Books,Kindle Edition,124,2023,,2024/10/06,2024/10/06,,,read,,,,1,0
18154,The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,Clifford Stoll,"Stoll, Clifford",,"=""1416507787""","=""9781416507789""",3,4.28,Pocket Books,Paperback,399,2005,1989,2024/10/05,2024/09/13,,,read,"У меня смешенные чувства.<br/>С одной стороны это реальная история и её написал астроном-компьютерщик, конечно понятно, что литературная часть страдает.<br/>Страдает и мой интерес по ходу книги. Там буквально 20 раз в середине подряд описано: хакер подключился, я позвонил тому-то, но они не смогли отследить, мало времени/кто-то не идет на встречу и тд.<br/>Поэтому где-то на середине я оч хотела бросить. В конце же, последние 10% темп ускорился слишком сильно. Как будто ты не разматываешься запутанный клубо, а на тебя просто выливают ведро всего что произошло.<br/>В общем, если хотите узнать саму историю, прочтите последнюю главу - от переводчика, там все очень хорошо описано. Сэкономите время ",,,1,0
150372209,Когда мы перестали понимать мир,Benjamín Labatut,"Labatut, Benjamín","Бенхамин Лабатут, Казанкова П. А.","=""""","=""""",4,4.13,Ад Маргинем,Paperback,208,2022,2020,2024/10/01,2024/09/19,,,read,,,,1,0
199798006,We Used to Live Here,Marcus Kliewer,"Kliewer, Marcus",,"=""1982198788""","=""9781982198787""",0,3.75,Atria/Emily Bestler Books,Hardcover,312,2024,2024,,2024/09/28,to-read,to-read (#152),to-read,,,,0,0
101145836,"Wildfire (Maple Hills, #2)",Hannah  Grace,"Grace, Hannah",,"=""1668026279""","=""9781668026274""",4,3.84,Atria Books,Paperback,387,2023,2023,2024/09/26,2024/02/03,,,read,"Ну наверно, все же 3,5 звезды.<br/>Это прям definition of fluffy comfort romance. Никакого hurt, никакого стекла.<br/>Поэтому мне было скучно. <br/>Но как милый легкий романчик, чтобы пообманываться, что хэппи энды существуют - подойдет.",,,1,0
25711082,Нос,Nikolai Gogol,"Gogol, Nikolai",,"=""""","=""""",0,3.72,Glagoslav Epublications,Kindle Edition,30,2014,1836,2023/02/06,2023/01/15,,,read,,,,1,0
213806323,Chokehold,Leigh Rivers,"Rivers, Leigh",Harleigh Beck,"=""""","=""""",0,4.08,,Kindle Edition,438,2024,,,2024/09/14,to-read,to-read (#151),to-read,,,,0,0
286957,The Yellow Wall-Paper,Charlotte Perkins Gilman,"Gilman, Charlotte Perkins",Elaine Hedges,"=""1558611584""","=""9781558611580""",0,4.08,The Feminist Press at CUNY,Paperback,64,1996,1892,,2024/09/07,to-read,to-read (#150),to-read,,,,0,0
102439,Rainbows End,Vernor Vinge,"Vinge, Vernor",,"=""0812536363""","=""9780812536362""",0,3.77,Tor Science Fiction,Mass Market Paperback,381,2007,2006,,2024/09/01,to-read,to-read (#149),to-read,,,,0,0
30362603,Любить или воспитывать (Самокат для родителей) (Russian Edition),Екатерина Мурашова,"Мурашова, Екатерина",,"=""5917592810""","=""9785917592817""",0,4.52,САМОКАТ,Kindle Edition,368,2014,,,2024/08/31,to-read,to-read (#148),to-read,,,,0,0
65962558,"At First Spite (Harlot's Bay, #1)",Olivia Dade,"Dade, Olivia",,"=""0063215918""","=""9780063215917""",0,3.78,Avon,Paperback,386,2024,2024,,2024/08/24,to-read,to-read (#147),to-read,,,,0,0
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",2,4.13,Atria Books,Kindle Edition,386,2023,2016,2024/08/23,2024/08/20,,,read,"Я не понимаю чем эта книга вызвала такой восторг у многих.<br/>Эта важная тема, и в целом сюжет в ней ок, но! Это можно было сделать настолько лучше.<br/>1. Язык. Я даже не сразу поняла чем меня напрягало повествование. Я подумала, что Колин просто плохо пишет, но письма подростка Лили было написаны хорошо. Первую часть книжки я только их и ждала. То есть это не общий стиль авторки. Где-то на середине я поняла, читая очередное абзац почему же героиня принимает одно или другое решение, я поняла, что меня бесит именно это! Меня бесит, что авторка заостряет внимание, на том чем она хочет самым дебильным путем: «Лилии, он выбрал для меня лилии! Это же прям как мое имя!» спасибо, но мы можем сопоставить это и сами. И таких примеров по несколько на каждой странице. Мне казалось, что меня считают идиоткой.<br/>2. ДН. Думаю не для кого ни секрет, что это книга про домашнее насилие. И что у Колин хорошо получается это как раз показывать переливание главной героини, что ей все время хочется простить мужа, оправдать и тд. Это как раз та часть, где излишние переживания гг не были излишними. НО! Что мне не понравилось, так это то что у главного мужского героя была причина, оправдывающая, почему он так себя ведет. Которая даже не намекала, а на прямую говорила, что это не его выбор, что это обстоятельства выше него. И это вообще плохо выбор для рисовки абьюзера. Мне не понравилось. Главный мужской герой все равно оказался слишком хорошим. Вот все в нем хорошо, только есть один «небольшой» недостаток. А так он в общем то хороший. <br/>Кстати! Каким бы хорошим не рисовала его Хувер, чтобы влюбить нас в него первые главы, манипулитивность его прослеживается с самого начала.  <br/>3. Концовка. Мне казалось, что Лили должна поставить больше условий. И мне кажется это бы произошло, если бы не прошлый пункт. Как мама, я не представляю как можно доверить ребенка человеку, у которого может «случиться эпизод»<br/>4. Отношения с Атлосом. Не смотря на то что эти отношения гораздо лучше чем с Райлом, у них своя проблема - мискоммуникация. Додумывания за другого идет по всей их истории. И огромный минус был в конце -  мне так не понравилась последняя фраза: «я наконец достаточно хорош для тебя», потому что я бы хотела чтобы они поняли, что ну не надо им быть «кем-то» чтобы быть с друго другом. Важно, только как они к друг другу относятся. А вот это: «я с одним рестораном еще не достаточный для тебя» или «я видел, что ты была счастлива и не хотел вмешиваться» ну бээээ…<br/>Хотя Атлас конечно краш, тут ничего не скажешь.",true,,1,0
35900387,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0008172145""","=""9780008172145""",0,4.23,HarperCollins GB,Paperback,390,2018,2017,,2024/08/23,to-read,to-read (#146),to-read,,,,0,0
8474682,The Summer of the Bear,Bella Pollen,"Pollen, Bella",,"=""0230748708""","=""9780230748705""",0,3.71,Mantle (an Imprint of Pan Macm,Hardcover,441,2010,2010,,2024/08/23,to-read,to-read (#145),to-read,,,,0,0
201202051,Hide With Me,Cara Dee,"Dee, Cara",,"=""""","=""""",0,4.19,,Kindle Edition,0,2023,,,2024/08/23,to-read,to-read (#144),to-read,,,,0,0
51179865,"Freestyle (Academy of Stardom, #1)",Bea Paige,"Paige, Bea",,"=""""","=""""",0,4.04,,Kindle Edition,362,2020,2020,,2024/08/16,to-read,to-read (#143),to-read,,,,0,0
123211492,Where Good Girls Go to Die (The Good Girls Series),Holly Renee,"Renee, Holly",,"=""1957514213""","=""9781957514215""",0,3.66,"Holly Renee Publishing, LLC",Paperback,290,2023,2017,,2024/08/15,to-read,to-read (#142),to-read,,,,0,0
22738563,We Should All Be Feminists,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",0,4.40,Vintage,Kindle Edition,65,2014,2012,,2024/08/13,to-read,to-read (#141),to-read,,,,0,0
62677236,Good for a Girl: A Woman Running in a Man's World,Lauren Fleshman,"Fleshman, Lauren",,"=""0593296796""","=""9780593296790""",5,4.47,Penguin Press,Kindle Edition,286,2023,2023,2024/08/13,2024/07/27,,,read,"1. Я начала эту книжку, чтобы она поддерживала мою мотивацию бегать. И она (вместе с десятками тиктоками) справилась<br/>2. Я ничего не знала про Лорен Флэшман. Я вообще не назову ни одного имя в легкой атлетике. Поэтому для меня балл очень много новой информации. Как девушка выросшая в спорте мне многое отзывалось, но из-за разницы командный/индивидуальный и игровой/неигровой кучу всего было о чем я даже не задумывалась.<br/>3. Я вообще считаю, что у меня достаточно открытые, прогрессивные взгляды на жизнь и спорт, я смотрю и поддерживаю женский спорт, нахожусь в контексте всяких исследований и борьбы за равноправие в спорте, поэтому какое было удивление, когда эта книга открыла для меня такие в общем-то очевидные истины, например что девушек и парней надо тренировать по-разному. Что до сих пор очень мало методик тренировок женщин согласно их физиологии. Что огромным корпорациям, в целом пофиг на поддержку спорта, они заинтересованы в женщинах в основном как в аудитории. <br/>Тут надо сделать отступление, что во мне очень глубоко сидят установки по типу: «просто отдавай 100% на каждой тренировке и добьешься лучшего результата», так что да, когда смотришь на эту историю со стороны понимаешь насколько все эти установки бред.<br/>4. Статистка… во-первых, статистика просто прекрасно вплетена в историю, что показывает читателю, что это не просто мнение автора, а, во-вторых, статистика меня ужасала. У 60% девочек выросших в спорте развивается РПП. Трансляция женского спорта составляет только 3% от всех спортивных событий.<br/>Мир может лучше!",,,1,0
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",0,4.35,Abrams Press,Hardcover,448,2019,2019,,2024/08/07,to-read,to-read (#140),to-read,,,,0,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",5,3.62,Penguin Books,Paperback,289,2019,2018,2024/08/04,2024/07/31,,,read,"Очень интересная книга.<br/><br/>Главная героиня - Белая молодая худая привилегированная гетеро цис девушка с траст фондом, домом оставшимся в наследство и апартаментами в Нью-Йорке, с высшим образованием и без долгов за него. <br/><br/>Местами она очень unlikeble. Потому что с таким набором ей достаточно сложно сопереживать.<br/>Но она в депрессии и решает лечить её кардинальным способом — с помощью различных медикаментов уйти в спячку на год.<br/><br/>Дальше спойлер:<br/>Для меня самым странным во всей этой странной книге было, что её план сработал. Не сразу, но глобально, она добилась того чего хотела «проснулась новым человеком». И именно в это мне не верилось, спи сколько угодно, но просыпаешься ты все равно самим собой и берешь с собой всегда себя. Решить такие проблемы с головой только сном, нууу… сомнительно ",true,,1,0
33018954,Моя гениальная подруга,Elena Ferrante,"Ferrante, Elena","Элена Ферранте, Ольга Ткаченко","=""""","=""""",0,4.05,Синдбад,Paperback,352,2016,2011,,2024/08/05,to-read,to-read (#139),to-read,,,,0,0
51587,The Sluts,Dennis Cooper,"Cooper, Dennis",,"=""0786716746""","=""9780786716746""",5,3.78,Carroll & Graf Publishers,Paperback,263,2005,2004,2024/07/31,2024/07/11,,,read,"Это самая fucked up книга, которую я читала. <br/>Если честно, не знаю как её оценивать.<br/><br/>Потому что это гениальная книга, она отлично написана, сама идея интересная, сложно оторваться, она вызывает кучу эмоций.<br/>Вот только эмоции, которая она вызывает это тошнота, стыд, смущение, отвращение.<br/>Если бы у этой книжки были TW вначале, они был шли первые страниц 10 наверно. Выделить главные: SA, Sexual violence, Injury detail, Murder, Physical abuse, Rape, Torture, Violence. Ну и как говорится the list goes on and on. <br/><br/>Я закрывала глаза, делала паузы чтобы отдышаться, напоминала, что это не правда, потому что такого графического описания я никогда и нигде не видела.<br/>А еще каждый раз, когда думаешь: «ну это п*здец, куда уж жестче» ты переворачиваешь страницу и там гораздо жестче!<br/><br/>Сама книга читается, как будто ты попал в кроличью нору в каком-то посте на реддите или треде в твиттере. Только тебе не надо искать доп инфу, она вся собрана вместе.<br/><br/>А еще она про то как легко в интернете создать видимость чего-то, преувеличить, соврать и ввести в замешательство. И если мы сейчас об этом все знаем, то когда она вышла в 2004 году это был очень свежий топик.<br/><br/><br/>Подводя итог: книга гениальная, никому не советую",,,1,0
36383990,Let Your Mind Run: A Memoir of Thinking My Way to Victory,Deena Kastor,"Kastor, Deena",Michelle Hamilton,"=""1524760773""","=""9781524760779""",0,4.36,Crown,Kindle Edition,296,2018,,,2024/07/27,to-read,to-read (#138),to-read,,,,0,0
32734333,"American King (New Camelot Trilogy, #3)",Sierra Simone,"Simone, Sierra",,"=""""","=""""",4,4.13,Sierra Simone,ebook,485,2017,2017,2024/07/25,2024/07/20,,,read,,,,1,0
32734331,"American Prince (New Camelot Trilogy, #2)",Sierra Simone,"Simone, Sierra",,"=""""","=""""",5,3.97,,ebook,330,2017,2017,2024/07/20,2024/07/09,,,read,"Какая же fucked up история. <br/>Я в восторге.<br/>Вторая книга тоооочно лучше.<br/>А еще так много смата!! Иногда несколько глав подряд, есть глава 30 страниц и все одна сцена. И он весь хороший. Ну 99%<br/><br/>Embery мой принц! Мое сердце разбивается от того как он всегда выбирает других вместо себя, как он делает и делает себе больно, для благополучия других. <br/><br/>Мне еще очень нравится, что с каждой новой книгой мы узнаем ситуации от других глаз. Полнота картины расширяется <br/><br/>В конце книги I’m literally sobbing, and I love it",,,1,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.47,Henry Holt & Company,Hardcover,480,2015,2015,,2024/07/18,to-read,to-read (#137),to-read,,,,0,0
199355848,The Game Changer,Lana Ferguson,"Ferguson, Lana",,"=""0593816838""","=""9780593816837""",4,3.61,Berkley,Paperback,400,2024,2024,2024/07/18,2024/07/11,,,read,"Это очень милая книжка. Очень легкая. Главные герои все прекрасные. Главная героиня не наивная овечка, как я боялась, а сильная женщина, что очень круто. Главный герой не self centered, брат главной героини весь такой взрослый ребенок и очень goofy. Экс жена главного героя и её новая жена тоже любовь. Короче персонажи правда классные. <br/><br/>Но в книге никакой драмы. Вернее она настолько несущественная, что я реально ждала, что вот-вот что-то случится плохое, но нет.<br/>Самая большая драма там это терзания главного героя, вызванные тем, что его отец м*дак. Ну и noisy медиа и СМИ.<br/><br/>Но как легкий спортивный роман реально прикольно.<br/><br/>А да, spicy сцены надо подождать, но как они начинаются их прям много, я даже две точно читала по-диагонали, что для меня не свойственно. <br/>",,,1,0
